ORIGEM;UF_O;DESTINO;UF_D;MáxDePT1;MáxDePT2;
TAPURAH;MT;SAO PAULO;SP;112;192;
TERRA NOVA DO NORTE;MT;ARARAS;SP;101;0;
TERRA NOVA DO NORTE;MT;CORDEIROPOLIS;SP;101;192;
TERRA NOVA DO NORTE;MT;SAO PAULO;SP;114;192;
VARZEA GRANDE;MT;ITABUNA;BA;118;0;
VARZEA GRANDE;MT;CONTAGEM;MG;81;192;
VARZEA GRANDE;MT;IBIA;MG;65;0;
VARZEA GRANDE;MT;ITUIUTABA;MG;47;0;
VARZEA GRANDE;MT;MONTES CLAROS;MG;84;0;
VARZEA GRANDE;MT;RIO DE JANEIRO;RJ;99;192;
VARZEA GRANDE;MT;TRES RIOS;RJ;95;192;
VARZEA GRANDE;MT;CARAZINHO;RS;93;0;
VARZEA GRANDE;MT;ARACATUBA;SP;53;0;
VARZEA GRANDE;MT;ARARAQUARA;SP;63;0;
VARZEA GRANDE;MT;ARARAS;SP;69;0;
VARZEA GRANDE;MT;CACAPAVA;SP;81;0;
VARZEA GRANDE;MT;CORDEIROPOLIS;SP;69;192;
VARZEA GRANDE;MT;MARILIA;SP;61;0;
VARZEA GRANDE;MT;RIBEIRAO PRETO;SP;74;144;
VARZEA GRANDE;MT;SAO BERNARDO DO CAMPO;SP;78;0;
VARZEA GRANDE;MT;SAO JOSE DO RIO PARDO;SP;72;0;
VARZEA GRANDE;MT;SAO PAULO;SP;81;192;
VERA;MT;ARARAS;SP;92;0;
VERA;MT;CORDEIROPOLIS;SP;92;192;
VERA;MT;RIBEIRAO PRETO;SP;95;192;
ABAETETUBA;PA;ITABUNA;BA;119;0;
ABAETETUBA;PA;MONTES CLAROS;MG;118;0;
ABAETETUBA;PA;ANANINDEUA;PA;2;72;
ABAETETUBA;PA;RIO DE JANEIRO;RJ;163;72;
ABAETETUBA;PA;ARACATUBA;SP;128;0;
ABAETETUBA;PA;ARARAS;SP;133;0;
ABAETETUBA;PA;CORDEIROPOLIS;SP;132;0;
ABAETETUBA;PA;RIBEIRAO PRETO;SP;190;192;
ABAETETUBA;PA;SAO BERNARDO DO CAMPO;SP;141;0;
ABAETETUBA;PA;SAO JOSE DO RIO PARDO;SP;131;0;
ABEL FIGUEIREDO;PA;ANANINDEUA;PA;1;48;
ACARA;PA;ANANINDEUA;PA;1;48;
AFUA;PA;ANANINDEUA;PA;1;48;
AGUA AZUL DO NORTE;PA;ANANINDEUA;PA;1;48;
ALENQUER;PA;ANANINDEUA;PA;1;48;
ALMEIRIM;PA;ANANINDEUA;PA;1;48;
ALTAMIRA;PA;ANANINDEUA;PA;1;48;
ALTAMIRA;PA;ARARAS;SP;136;0;
ALTAMIRA;PA;CORDEIROPOLIS;SP;135;0;
ANAJAS;PA;ANANINDEUA;PA;1;48;
ANANINDEUA;PA;ALVARAES;AM;217;0;
ANANINDEUA;PA;AMATURA;AM;217;0;
ANANINDEUA;PA;ANAMA;AM;217;0;
ANANINDEUA;PA;ANORI;AM;217;0;
ANANINDEUA;PA;APUI;AM;217;0;
ANANINDEUA;PA;ATALAIA DO NORTE;AM;217;0;
ANANINDEUA;PA;AUTAZES;AM;217;0;
ANANINDEUA;PA;BARCELOS;AM;217;0;
ANANINDEUA;PA;BARREIRINHA;AM;217;0;
ANANINDEUA;PA;BENJAMIN CONSTANT;AM;217;0;
ANANINDEUA;PA;BERURI;AM;217;0;
ANANINDEUA;PA;BOA VISTA DO RAMOS;AM;217;0;
ANANINDEUA;PA;BOCA DO ACRE;AM;295;0;
ANANINDEUA;PA;BORBA;AM;217;0;
ANANINDEUA;PA;CAAPIRANGA;AM;217;0;
ANANINDEUA;PA;CANUTAMA;AM;217;0;
ANANINDEUA;PA;CARAUARI;AM;217;0;
ANANINDEUA;PA;CAREIRO;AM;219;0;
ANANINDEUA;PA;CAREIRO DA VARZEA;AM;217;0;
ANANINDEUA;PA;COARI;AM;217;0;
ANANINDEUA;PA;CODAJAS;AM;217;0;
ANANINDEUA;PA;EIRUNEPE;AM;217;0;
ANANINDEUA;PA;ENVIRA;AM;217;0;
ANANINDEUA;PA;FONTE BOA;AM;217;0;
ANANINDEUA;PA;GUAJARA;AM;217;0;
ANANINDEUA;PA;HUMAITA;AM;252;0;
ANANINDEUA;PA;IPIXUNA;AM;217;0;
ANANINDEUA;PA;IRANDUBA;AM;217;0;
ANANINDEUA;PA;ITACOATIARA;AM;221;0;
ANANINDEUA;PA;ITAMARATI;AM;217;0;
ANANINDEUA;PA;ITAPIRANGA;AM;222;0;
ANANINDEUA;PA;JAPURA;AM;217;0;
ANANINDEUA;PA;JURUA;AM;217;0;
ANANINDEUA;PA;JUTAI;AM;217;0;
ANANINDEUA;PA;LABREA;AM;260;0;
ANANINDEUA;PA;MANACAPURU;AM;218;0;
ANANINDEUA;PA;MANAQUIRI;AM;217;0;
ANANINDEUA;PA;MANAUS;AM;337;0;
ANANINDEUA;PA;MANICORE;AM;224;0;
ANANINDEUA;PA;MARAA;AM;217;0;
ANANINDEUA;PA;MAUES;AM;217;0;
ANANINDEUA;PA;NHAMUNDA;AM;217;0;
ANANINDEUA;PA;NOVA OLINDA DO NORTE;AM;217;0;
ANANINDEUA;PA;NOVO AIRAO;AM;220;0;
ANANINDEUA;PA;NOVO ARIPUANA;AM;278;0;
ANANINDEUA;PA;PARINTINS;AM;217;0;
ANANINDEUA;PA;PAUINI;AM;217;0;
ANANINDEUA;PA;PRESIDENTE FIGUEIREDO;AM;217;0;
ANANINDEUA;PA;RIO PRETO DA EVA;AM;218;0;
ANANINDEUA;PA;SANTA ISABEL DO RIO NEGRO;AM;217;0;
ANANINDEUA;PA;SANTO ANTONIO DO ICA;AM;217;0;
ANANINDEUA;PA;SAO GABRIEL DA CACHOEIRA;AM;217;0;
ANANINDEUA;PA;SAO PAULO DE OLIVENCA;AM;217;0;
ANANINDEUA;PA;SAO SEBASTIAO DO UATUMA;AM;217;0;
ANANINDEUA;PA;SILVES;AM;217;0;
ANANINDEUA;PA;TABATINGA;AM;217;0;
ANANINDEUA;PA;TAPAUA;AM;217;0;
ANANINDEUA;PA;TEFE;AM;217;0;
ANANINDEUA;PA;TONANTINS;AM;217;0;
ANANINDEUA;PA;UARINI;AM;217;0;
ANANINDEUA;PA;URUCARA;AM;217;0;
ANANINDEUA;PA;URUCURITUBA;AM;217;0;
ANANINDEUA;PA;AMAPA;AP;90;0;
ANANINDEUA;PA;CALCOENE;AP;85;0;
ANANINDEUA;PA;CUTIAS;AP;85;0;
ANANINDEUA;PA;FERREIRA GOMES;AP;85;0;
ANANINDEUA;PA;ITAUBAL;AP;87;0;
ANANINDEUA;PA;LARANJAL DO JARI;AP;85;0;
ANANINDEUA;PA;MACAPA;AP;85;0;
ANANINDEUA;PA;MAZAGAO;AP;85;0;
ANANINDEUA;PA;OIAPOQUE;AP;115;0;
ANANINDEUA;PA;PORTO GRANDE;AP;87;0;
ANANINDEUA;PA;PRACUUBA;AP;89;0;
ANANINDEUA;PA;SANTANA;AP;86;0;
ANANINDEUA;PA;SERRA DO NAVIO;AP;85;0;
ANANINDEUA;PA;TARTARUGALZINHO;AP;89;0;
ANANINDEUA;PA;VITORIA DO JARI;AP;85;0;
ANANINDEUA;PA;CASTRO ALVES;BA;101;192;
ANANINDEUA;PA;FEIRA DE SANTANA;BA;96;0;
ANANINDEUA;PA;ITABUNA;BA;114;0;
ANANINDEUA;PA;VILA VELHA;ES;1;48;
ANANINDEUA;PA;IBIA;MG;127;0;
ANANINDEUA;PA;ITUIUTABA;MG;116;0;
ANANINDEUA;PA;MONTES CLAROS;MG;125;0;
ANANINDEUA;PA;ABAETETUBA;PA;2;72;
ANANINDEUA;PA;ABEL FIGUEIREDO;PA;1;48;
ANANINDEUA;PA;ACARA;PA;1;48;
ANANINDEUA;PA;AFUA;PA;1;48;
ANANINDEUA;PA;AGUA AZUL DO NORTE;PA;1;48;
ANANINDEUA;PA;ALENQUER;PA;1;48;
ANANINDEUA;PA;ALMEIRIM;PA;1;48;
ANANINDEUA;PA;ALTAMIRA;PA;1;48;
ANANINDEUA;PA;ANAJAS;PA;1;48;
ANANINDEUA;PA;ANANINDEUA;PA;1;48;
ANANINDEUA;PA;ANAPU;PA;1;48;
ANANINDEUA;PA;AUGUSTO CORREA;PA;1;48;
ANANINDEUA;PA;AURORA DO PARA;PA;1;48;
ANANINDEUA;PA;AVEIRO;PA;1;48;
ANANINDEUA;PA;BAGRE;PA;1;48;
ANANINDEUA;PA;BAIAO;PA;1;48;
ANANINDEUA;PA;BANNACH;PA;1;48;
ANANINDEUA;PA;BARCARENA;PA;2;72;
ANANINDEUA;PA;BELEM;PA;1;48;
ANANINDEUA;PA;BELTERRA;PA;1;48;
ANANINDEUA;PA;BENEVIDES;PA;1;48;
ANANINDEUA;PA;BOM JESUS DO TOCANTINS;PA;1;48;
ANANINDEUA;PA;BONITO;PA;1;48;
ANANINDEUA;PA;BRAGANCA;PA;1;48;
ANANINDEUA;PA;BRASIL NOVO;PA;1;48;
ANANINDEUA;PA;BREJO GRANDE DO ARAGUAIA;PA;1;48;
ANANINDEUA;PA;BREU BRANCO;PA;1;48;
ANANINDEUA;PA;BREVES;PA;1;48;
ANANINDEUA;PA;BUJARU;PA;1;48;
ANANINDEUA;PA;CACHOEIRA DO ARARI;PA;1;48;
ANANINDEUA;PA;CACHOEIRA DO PIRIA;PA;1;48;
ANANINDEUA;PA;CAMETA;PA;1;48;
ANANINDEUA;PA;CANAA DOS CARAJAS;PA;1;48;
ANANINDEUA;PA;CAPANEMA;PA;3;72;
ANANINDEUA;PA;CAPITAO POCO;PA;1;48;
ANANINDEUA;PA;CASTANHAL;PA;2;48;
ANANINDEUA;PA;CHAVES;PA;1;48;
ANANINDEUA;PA;COLARES;PA;1;48;
ANANINDEUA;PA;CONCEICAO DO ARAGUAIA;PA;1;48;
ANANINDEUA;PA;CONCORDIA DO PARA;PA;1;48;
ANANINDEUA;PA;CUMARU DO NORTE;PA;1;48;
ANANINDEUA;PA;CURIONOPOLIS;PA;1;48;
ANANINDEUA;PA;CURRALINHO;PA;1;48;
ANANINDEUA;PA;CURUA;PA;1;48;
ANANINDEUA;PA;CURUCA;PA;1;48;
ANANINDEUA;PA;DOM ELISEU;PA;1;48;
ANANINDEUA;PA;ELDORADO DOS CARAJAS;PA;1;48;
ANANINDEUA;PA;FARO;PA;1;48;
ANANINDEUA;PA;FLORESTA DO ARAGUAIA;PA;1;48;
ANANINDEUA;PA;GARRAFAO DO NORTE;PA;1;48;
ANANINDEUA;PA;GOIANESIA DO PARA;PA;1;48;
ANANINDEUA;PA;GURUPA;PA;1;48;
ANANINDEUA;PA;IGARAPE ACU;PA;1;48;
ANANINDEUA;PA;IGARAPE MIRI;PA;1;48;
ANANINDEUA;PA;INHANGAPI;PA;1;48;
ANANINDEUA;PA;IPIXUNA DO PARA;PA;1;48;
ANANINDEUA;PA;IRITUIA;PA;1;48;
ANANINDEUA;PA;ITAITUBA;PA;1;48;
ANANINDEUA;PA;ITUPIRANGA;PA;1;48;
ANANINDEUA;PA;JACAREACANGA;PA;1;48;
ANANINDEUA;PA;JACUNDA;PA;1;48;
ANANINDEUA;PA;JURUTI;PA;1;48;
ANANINDEUA;PA;LIMOEIRO DO AJURU;PA;1;48;
ANANINDEUA;PA;MAE DO RIO;PA;1;48;
ANANINDEUA;PA;MAGALHAES BARATA;PA;1;48;
ANANINDEUA;PA;MARABA;PA;34;96;
ANANINDEUA;PA;MARACANA;PA;1;48;
ANANINDEUA;PA;MARAPANIM;PA;1;48;
ANANINDEUA;PA;MARITUBA;PA;1;48;
ANANINDEUA;PA;MEDICILANDIA;PA;1;48;
ANANINDEUA;PA;MELGACO;PA;1;48;
ANANINDEUA;PA;MOCAJUBA;PA;1;48;
ANANINDEUA;PA;MOJU;PA;1;48;
ANANINDEUA;PA;MONTE ALEGRE;PA;1;48;
ANANINDEUA;PA;MUANA;PA;1;48;
ANANINDEUA;PA;NOVA ESPERANCA DO PIRIA;PA;1;48;
ANANINDEUA;PA;NOVA IPIXUNA;PA;1;48;
ANANINDEUA;PA;NOVA TIMBOTEUA;PA;1;48;
ANANINDEUA;PA;NOVO PROGRESSO;PA;1;48;
ANANINDEUA;PA;NOVO REPARTIMENTO;PA;1;48;
ANANINDEUA;PA;OBIDOS;PA;1;48;
ANANINDEUA;PA;OEIRAS DO PARA;PA;1;48;
ANANINDEUA;PA;ORIXIMINA;PA;1;48;
ANANINDEUA;PA;OUREM;PA;1;48;
ANANINDEUA;PA;OURILANDIA DO NORTE;PA;1;48;
ANANINDEUA;PA;PACAJA;PA;1;48;
ANANINDEUA;PA;PALESTINA DO PARA;PA;1;48;
ANANINDEUA;PA;PARAGOMINAS;PA;6;96;
ANANINDEUA;PA;PARAUAPEBAS;PA;31;96;
ANANINDEUA;PA;PEIXE BOI;PA;1;48;
ANANINDEUA;PA;PICARRA;PA;1;48;
ANANINDEUA;PA;PLACAS;PA;1;48;
ANANINDEUA;PA;PONTA DE PEDRAS;PA;1;48;
ANANINDEUA;PA;PORTEL;PA;1;48;
ANANINDEUA;PA;PORTO DE MOZ;PA;1;48;
ANANINDEUA;PA;PRAINHA;PA;1;48;
ANANINDEUA;PA;PRIMAVERA;PA;1;48;
ANANINDEUA;PA;QUATIPURU;PA;1;48;
ANANINDEUA;PA;REDENCAO;PA;1;48;
ANANINDEUA;PA;RIO MARIA;PA;1;48;
ANANINDEUA;PA;RONDON DO PARA;PA;1;48;
ANANINDEUA;PA;RUROPOLIS;PA;1;48;
ANANINDEUA;PA;SALINOPOLIS;PA;1;48;
ANANINDEUA;PA;SALVATERRA;PA;1;48;
ANANINDEUA;PA;SANTA BARBARA DO PARA;PA;1;48;
ANANINDEUA;PA;SANTA CRUZ DO ARARI;PA;1;48;
ANANINDEUA;PA;SANTA ISABEL DO PARA;PA;1;24;
ANANINDEUA;PA;SANTA LUZIA DO PARA;PA;1;48;
ANANINDEUA;PA;SANTA MARIA DAS BARREIRAS;PA;1;48;
ANANINDEUA;PA;SANTA MARIA DO PARA;PA;1;48;
ANANINDEUA;PA;SANTANA DO ARAGUAIA;PA;1;48;
ANANINDEUA;PA;SANTAREM;PA;97;0;
ANANINDEUA;PA;SANTAREM NOVO;PA;1;48;
ANANINDEUA;PA;SANTO ANTONIO DO TAUA;PA;1;48;
ANANINDEUA;PA;SAO CAETANO DE ODIVELAS;PA;1;48;
ANANINDEUA;PA;SAO DOMINGOS DO ARAGUAIA;PA;1;48;
ANANINDEUA;PA;SAO DOMINGOS DO CAPIM;PA;1;48;
ANANINDEUA;PA;SAO FELIX DO XINGU;PA;1;48;
ANANINDEUA;PA;SAO FRANCISCO DO PARA;PA;1;48;
ANANINDEUA;PA;SAO GERALDO DO ARAGUAIA;PA;1;48;
ANANINDEUA;PA;SAO JOAO DA PONTA;PA;1;48;
ANANINDEUA;PA;SAO JOAO DE PIRABAS;PA;1;48;
ANANINDEUA;PA;SAO JOAO DO ARAGUAIA;PA;1;48;
ANANINDEUA;PA;SAO MIGUEL DO GUAMA;PA;1;48;
ANANINDEUA;PA;SAO SEBASTIAO DA BOA VIST;PA;1;48;
ANANINDEUA;PA;SAPUCAIA;PA;1;48;
ANANINDEUA;PA;SENADOR JOSE PORFIRIO;PA;1;48;
ANANINDEUA;PA;SOURE;PA;1;48;
ANANINDEUA;PA;TAILANDIA;PA;1;48;
ANANINDEUA;PA;TERRA ALTA;PA;1;48;
ANANINDEUA;PA;TERRA SANTA;PA;1;48;
ANANINDEUA;PA;TOME ACU;PA;1;48;
ANANINDEUA;PA;TRACUATEUA;PA;1;48;
ANANINDEUA;PA;TRAIRAO;PA;1;48;
ANANINDEUA;PA;TUCUMA;PA;1;48;
ANANINDEUA;PA;TUCURUI;PA;26;120;
ANANINDEUA;PA;ULIANOPOLIS;PA;1;48;
ANANINDEUA;PA;URUARA;PA;1;48;
ANANINDEUA;PA;VIGIA;PA;1;48;
ANANINDEUA;PA;VISEU;PA;1;48;
ANANINDEUA;PA;VITORIA DO XINGU;PA;1;48;
ANANINDEUA;PA;XINGUARA;PA;1;48;
ANANINDEUA;PA;JABOATAO DOS GUARARAPES;PE;101;192;
ANANINDEUA;PA;RIO DE JANEIRO;RJ;153;48;
ANANINDEUA;PA;GUAJARA MIRIM;RO;250;264;
ANANINDEUA;PA;BOA VISTA;RR;255;0;
ANANINDEUA;PA;ARACATUBA;SP;133;0;
ANANINDEUA;PA;ARARAQUARA;SP;131;0;
ANANINDEUA;PA;ARARAS;SP;138;0;
ANANINDEUA;PA;CACAPAVA;SP;149;0;
ANANINDEUA;PA;CORDEIROPOLIS;SP;137;0;
ANANINDEUA;PA;MARILIA;SP;135;0;
ANANINDEUA;PA;RIBEIRAO PRETO;SP;134;192;
ANANINDEUA;PA;SAO BERNARDO DO CAMPO;SP;146;0;
ANANINDEUA;PA;SAO JOSE DO RIO PARDO;SP;136;0;
ANAPU;PA;ANANINDEUA;PA;1;48;
AUGUSTO CORREA;PA;ANANINDEUA;PA;1;48;
AURORA DO PARA;PA;ANANINDEUA;PA;1;48;
AVEIRO;PA;ANANINDEUA;PA;1;48;
BAGRE;PA;ANANINDEUA;PA;1;48;
BAIAO;PA;ANANINDEUA;PA;1;48;
BANNACH;PA;ANANINDEUA;PA;1;48;
BARCARENA;PA;MONTES CLAROS;MG;119;0;
BARCARENA;PA;ANANINDEUA;PA;2;72;
BARCARENA;PA;ARACATUBA;SP;129;0;
BARCARENA;PA;ARARAQUARA;SP;127;0;
BARCARENA;PA;ARARAS;SP;134;0;
BARCARENA;PA;CORDEIROPOLIS;SP;133;0;
BARCARENA;PA;RIBEIRAO PRETO;SP;155;192;
BARCARENA;PA;SAO BERNARDO DO CAMPO;SP;142;0;
BARCARENA;PA;SAO JOSE DO RIO PARDO;SP;133;0;
BELEM;PA;FEIRA DE SANTANA;BA;97;0;
BELEM;PA;ITABUNA;BA;115;0;
BELEM;PA;IBIA;MG;127;0;
BELEM;PA;ITUIUTABA;MG;116;0;
BELEM;PA;MONTES CLAROS;MG;126;0;
BELEM;PA;ANANINDEUA;PA;1;48;
BELEM;PA;MARITUBA;PA;1;0;
BELEM;PA;JABOATAO DOS GUARARAPES;PE;102;192;
BELEM;PA;RIO DE JANEIRO;RJ;153;72;
BELEM;PA;ARACATUBA;SP;134;0;
BELEM;PA;ARARAQUARA;SP;132;0;
BELEM;PA;ARARAS;SP;139;0;
BELEM;PA;CACAPAVA;SP;150;0;
BELEM;PA;CORDEIROPOLIS;SP;138;0;
BELEM;PA;MARILIA;SP;136;0;
BELEM;PA;RIBEIRAO PRETO;SP;134;192;
BELEM;PA;SAO BERNARDO DO CAMPO;SP;147;0;
BELEM;PA;SAO JOSE DO RIO PARDO;SP;137;0;
BELTERRA;PA;ANANINDEUA;PA;1;48;
BENEVIDES;PA;MACAPA;AP;37;84;
BENEVIDES;PA;CASTRO ALVES;BA;103;192;
BENEVIDES;PA;FEIRA DE SANTANA;BA;96;0;
BENEVIDES;PA;ITABUNA;BA;114;0;
BENEVIDES;PA;AQUIRAZ;CE;77;192;
BENEVIDES;PA;FORTALEZA;CE;76;26;
BENEVIDES;PA;IBIA;MG;126;0;
BENEVIDES;PA;ITUIUTABA;MG;115;0;
BENEVIDES;PA;MONTES CLAROS;MG;125;0;
BENEVIDES;PA;ANANINDEUA;PA;1;48;
BENEVIDES;PA;BELEM;PA;1;48;
BENEVIDES;PA;BENEVIDES;PA;1;48;
BENEVIDES;PA;JABOATAO DOS GUARARAPES;PE;100;192;
BENEVIDES;PA;RIO DE JANEIRO;RJ;160;192;
BENEVIDES;PA;ARACATUBA;SP;132;0;
BENEVIDES;PA;ARARAQUARA;SP;131;0;
BENEVIDES;PA;ARARAS;SP;137;0;
BENEVIDES;PA;CACAPAVA;SP;148;0;
BENEVIDES;PA;CORDEIROPOLIS;SP;136;0;
BENEVIDES;PA;MARILIA;SP;134;0;
BENEVIDES;PA;RIBEIRAO PRETO;SP;138;192;
BENEVIDES;PA;SAO BERNARDO DO CAMPO;SP;146;0;
BENEVIDES;PA;SAO JOSE DO RIO PARDO;SP;136;0;
BENEVIDES;PA;SAO PAULO;SP;164;264;
BOM JESUS DO TOCANTINS;PA;ANANINDEUA;PA;1;48;
BONITO;PA;ANANINDEUA;PA;1;48;
BRAGANCA;PA;ANANINDEUA;PA;1;48;
BRASIL NOVO;PA;ANANINDEUA;PA;1;48;
BREJO GRANDE DO ARAGUAIA;PA;ANANINDEUA;PA;1;48;
BREU BRANCO;PA;ANANINDEUA;PA;1;48;
BREVES;PA;ANANINDEUA;PA;1;48;
BUJARU;PA;ANANINDEUA;PA;1;48;
CACHOEIRA DO ARARI;PA;ANANINDEUA;PA;1;48;
CACHOEIRA DO PIRIA;PA;ANANINDEUA;PA;1;48;
CAMETA;PA;ANANINDEUA;PA;1;48;
CANAA DOS CARAJAS;PA;ANANINDEUA;PA;1;48;
CAPANEMA;PA;IBIA;MG;124;0;
CAPANEMA;PA;ITUIUTABA;MG;113;0;
CAPANEMA;PA;MONTES CLAROS;MG;121;0;
CAPANEMA;PA;ANANINDEUA;PA;3;72;
CAPANEMA;PA;ARACATUBA;SP;131;0;
CAPANEMA;PA;ARARAS;SP;136;0;
CAPANEMA;PA;CORDEIROPOLIS;SP;135;0;
CAPANEMA;PA;RIBEIRAO PRETO;SP;135;192;
CAPANEMA;PA;SAO BERNARDO DO CAMPO;SP;144;0;
CAPANEMA;PA;SAO JOSE DO RIO PARDO;SP;134;0;
CAPITAO POCO;PA;ANANINDEUA;PA;1;48;
CASTANHAL;PA;FEIRA DE SANTANA;BA;94;0;
CASTANHAL;PA;ITABUNA;BA;111;0;
CASTANHAL;PA;IBIA;MG;124;0;
CASTANHAL;PA;ITUIUTABA;MG;113;0;
CASTANHAL;PA;MONTES CLAROS;MG;120;0;
CASTANHAL;PA;ANANINDEUA;PA;2;48;
CASTANHAL;PA;RIO DE JANEIRO;RJ;180;192;
CASTANHAL;PA;ARACATUBA;SP;130;0;
CASTANHAL;PA;ARARAQUARA;SP;129;0;
CASTANHAL;PA;ARARAS;SP;135;0;
CASTANHAL;PA;CACAPAVA;SP;146;0;
CASTANHAL;PA;CORDEIROPOLIS;SP;134;0;
CASTANHAL;PA;MARILIA;SP;132;0;
CASTANHAL;PA;RIBEIRAO PRETO;SP;138;192;
CASTANHAL;PA;SAO BERNARDO DO CAMPO;SP;143;0;
CASTANHAL;PA;SAO JOSE DO RIO PARDO;SP;134;0;
CHAVES;PA;ANANINDEUA;PA;1;48;
COLARES;PA;ANANINDEUA;PA;1;48;
CONCEICAO DO ARAGUAIA;PA;MONTES CLAROS;MG;83;0;
CONCEICAO DO ARAGUAIA;PA;ANANINDEUA;PA;1;48;
CONCEICAO DO ARAGUAIA;PA;ARACATUBA;SP;90;0;
CONCEICAO DO ARAGUAIA;PA;ARARAS;SP;95;0;
CONCEICAO DO ARAGUAIA;PA;SAO BERNARDO DO CAMPO;SP;103;0;
CONCEICAO DO ARAGUAIA;PA;SAO JOSE DO RIO PARDO;SP;93;0;
CONCORDIA DO PARA;PA;ANANINDEUA;PA;1;48;
CUMARU DO NORTE;PA;ANANINDEUA;PA;1;48;
CURIONOPOLIS;PA;ANANINDEUA;PA;1;48;
CURRALINHO;PA;ANANINDEUA;PA;1;48;
CURUA;PA;ANANINDEUA;PA;1;48;
CURUCA;PA;ANANINDEUA;PA;1;48;
DOM ELISEU;PA;ANANINDEUA;PA;1;48;
ELDORADO DOS CARAJAS;PA;ANANINDEUA;PA;1;48;
FARO;PA;ANANINDEUA;PA;1;48;
FLORESTA DO ARAGUAIA;PA;ANANINDEUA;PA;1;48;
GARRAFAO DO NORTE;PA;ANANINDEUA;PA;1;48;
GOIANESIA DO PARA;PA;ANANINDEUA;PA;1;48;
GURUPA;PA;ANANINDEUA;PA;1;48;
IGARAPE ACU;PA;ANANINDEUA;PA;1;48;
IGARAPE MIRI;PA;ANANINDEUA;PA;1;48;
INHANGAPI;PA;ANANINDEUA;PA;1;48;
IPIXUNA DO PARA;PA;ANANINDEUA;PA;1;48;
IRITUIA;PA;ANANINDEUA;PA;1;48;
ITAITUBA;PA;MONTES CLAROS;MG;145;0;
ITAITUBA;PA;ANANINDEUA;PA;1;48;
ITAITUBA;PA;ARACATUBA;SP;127;0;
ITUPIRANGA;PA;ANANINDEUA;PA;1;48;
JACAREACANGA;PA;ANANINDEUA;PA;1;48;
JACUNDA;PA;ANANINDEUA;PA;1;48;
JURUTI;PA;ANANINDEUA;PA;1;48;
LIMOEIRO DO AJURU;PA;ANANINDEUA;PA;1;48;
MAE DO RIO;PA;ANANINDEUA;PA;1;48;
MAGALHAES BARATA;PA;ANANINDEUA;PA;1;48;
MARABA;PA;FEIRA DE SANTANA;BA;93;0;
MARABA;PA;CONTAGEM;MG;111;111;
MARABA;PA;IBIA;MG;98;0;
MARABA;PA;ITUIUTABA;MG;88;0;
MARABA;PA;MONTES CLAROS;MG;99;0;
MARABA;PA;ANANINDEUA;PA;34;96;
MARABA;PA;ARACATUBA;SP;106;0;
MARABA;PA;ARARAQUARA;SP;104;0;
MARABA;PA;ARARAS;SP;111;0;
MARABA;PA;CACAPAVA;SP;122;0;
MARABA;PA;CORDEIROPOLIS;SP;110;0;
MARABA;PA;RIBEIRAO PRETO;SP;111;192;
MARABA;PA;SAO BERNARDO DO CAMPO;SP;119;0;
MARABA;PA;SAO JOSE DO RIO PARDO;SP;109;0;
MARACANA;PA;ANANINDEUA;PA;1;48;
MARAPANIM;PA;ANANINDEUA;PA;1;48;
MARITUBA;PA;MANAUS;AM;337;337;
MARITUBA;PA;FEIRA DE SANTANA;BA;96;0;
MARITUBA;PA;APARECIDA DE GOIANIA;GO;100;192;
MARITUBA;PA;ITUIUTABA;MG;114;0;
MARITUBA;PA;ABAETETUBA;PA;3;3;
MARITUBA;PA;ALTAMIRA;PA;41;192;
MARITUBA;PA;ANANINDEUA;PA;1;48;
MARITUBA;PA;BARCARENA;PA;2;72;
MARITUBA;PA;BELEM;PA;1;48;
MARITUBA;PA;BENEVIDES;PA;1;48;
MARITUBA;PA;CANAA DOS CARAJAS;PA;38;144;
MARITUBA;PA;CAPANEMA;PA;3;72;
MARITUBA;PA;CASTANHAL;PA;1;48;
MARITUBA;PA;MARABA;PA;27;120;
MARITUBA;PA;MARITUBA;PA;1;48;
MARITUBA;PA;PARAUAPEBAS;PA;35;144;
MARITUBA;PA;REDENCAO;PA;44;192;
MARITUBA;PA;SALINOPOLIS;PA;4;72;
MARITUBA;PA;SANTAREM;PA;97;144;
MARITUBA;PA;TUCURUI;PA;24;96;
MARITUBA;PA;XINGUARA;PA;39;144;
MARITUBA;PA;ARARAS;SP;138;0;
MARITUBA;PA;CORDEIROPOLIS;SP;137;137;
MARITUBA;PA;SAO BERNARDO DO CAMPO;SP;146;0;
MARITUBA;PA;SAO JOSE DO RIO PARDO;SP;136;0;
MEDICILANDIA;PA;ANANINDEUA;PA;1;48;
MELGACO;PA;ANANINDEUA;PA;1;48;
MOCAJUBA;PA;ANANINDEUA;PA;1;48;
MOJU;PA;ANANINDEUA;PA;1;48;
MONTE ALEGRE;PA;ANANINDEUA;PA;1;48;
MUANA;PA;ANANINDEUA;PA;1;48;
NOVA ESPERANCA DO PIRIA;PA;ANANINDEUA;PA;1;48;
NOVA IPIXUNA;PA;ANANINDEUA;PA;1;48;
NOVA TIMBOTEUA;PA;ANANINDEUA;PA;1;48;
NOVO PROGRESSO;PA;ANANINDEUA;PA;1;48;
NOVO REPARTIMENTO;PA;ANANINDEUA;PA;1;48;
OBIDOS;PA;ANANINDEUA;PA;1;48;
OEIRAS DO PARA;PA;ANANINDEUA;PA;1;48;
ORIXIMINA;PA;ANANINDEUA;PA;1;48;
